Session_ID,Block_ID,IO_Offset,IO_Size,Op_Name,User
2023-03-19 06:58,3520734935,0,256,2,region6_2231479902
2023-03-19 06:58,3520734935,0,256,2,region6_2231479902
2023-03-19 06:58,3520724438,0,4583177,2,region6_2231479903
2023-03-19 06:58,3520762029,0,54656,2,region6_2231479902
2023-03-19 06:58,3520686476,0,8482388,2,region6_2231479904
2023-03-19 06:58,3520762029,0,54656,2,region6_2231479902
2023-03-19 06:58,3520788675,0,8388608,2,region6_2231479906
2023-03-19 06:58,3520922118,0,8388608,2,region6_2231479907
2023-03-19 06:58,3520732855,0,8388608,2,region6_2231479906
2023-03-19 06:58,3520992296,21624832,1000832,2,region6_2231479902
2023-03-19 06:58,3520729402,0,735181,2,region6_2231479908
2023-03-19 06:58,3520760642,7075072,45376,2,region6_2231479902
2023-03-19 06:58,3520660119,5781367,1410091,2,region6_2231479903
2023-03-19 06:58,3520660119,3057540,1355391,2,region6_2231479903
2023-03-19 06:58,3520984752,0,8388608,4,region6_2231479911
2023-03-19 06:58,3521039007,0,8388608,4,region6_2231479906
2023-03-19 06:58,3520672172,0,8375590,3,region6_2231479910
2023-03-19 06:58,3520783476,0,1443248,2,region6_2231479904
2023-03-19 06:58,3520783476,1414064,7067504,2,region6_2231479904
2023-03-19 06:58,3520952475,0,1517154,2,region6_2231479903
2023-03-19 06:58,3521026101,0,1408,2,region6_2231479902
2023-03-19 06:58,3520790584,0,128,2,region6_2231479902
2023-03-19 06:58,3520888499,0,4393582,2,region6_2231479907
2023-03-19 06:58,3520965181,1441458,6947150,2,region6_2231479907
2023-03-19 06:58,3520790584,0,128,2,region6_2231479902
2023-03-19 06:58,3520926529,0,8388608,4,region6_2231479911
2023-03-19 06:58,3520787357,0,5653029,2,region6_2231479906
2023-03-19 06:58,3520796766,5954304,179584,2,region6_2231479902
2023-03-19 06:58,3520755856,0,8388608,2,region6_2231479907
2023-03-19 06:58,3520934103,0,3151266,2,region6_2231479907
2023-03-19 06:58,3520683255,17714304,16789056,2,region6_2231479902
2023-03-19 06:58,3521122208,14032284,1138,2,region6_2231479916
2023-03-19 06:58,3521175947,0,8388608,4,region6_2231479918
2023-03-19 06:58,3520684432,0,4843115,2,region6_2231479907
2023-03-19 06:58,3521213701,0,177,2,region6_2231479914
2023-03-19 06:58,3520690085,3032016,9801,2,region6_2231479905
2023-03-19 06:58,3521061532,8862976,189504,2,region6_2231479902
2023-03-19 06:58,3521110541,2911034,1584066,2,region6_2231479903
2023-03-19 06:58,3521110541,3446524,1048576,2,region6_2231479903
2023-03-19 06:58,3520873811,1808871,276903,2,region6_2231479907
2023-03-19 06:58,3520890809,4744828,146112,2,region6_2231479902
2023-03-19 06:58,3520760676,269357,98702,2,region6_2231479905
2023-03-19 06:58,3520789767,2946272,48,2,region6_2231479902
2023-03-19 06:58,3520799047,4194304,4180996,1,region6_2231479910
2023-03-19 06:58,3520799047,0,4194304,1,region6_2231479910
2023-03-19 06:59,3520729396,0,569427,4,region6_2231479913
2023-03-19 06:59,3521270222,2703520,142464,2,region6_2231479902
2023-03-19 06:59,3521311418,0,3566885,3,region6_2231479910
2023-03-19 06:59,3521149106,0,193,2,region6_2231479914
2023-03-19 06:59,3521324192,2328785,967210,2,region6_2231479907
2023-03-19 06:59,3521324192,6260649,29758,2,region6_2231479907
2023-03-19 06:59,3521368563,0,5438978,4,region6_2231479911
2023-03-19 06:59,3521490691,6440811,124160,2,region6_2231479902
2023-03-19 06:59,3520931850,0,1486,2,region6_2231479905
2023-03-19 06:59,3521122208,14032284,1138,2,region6_2231479916
2023-03-19 06:59,3520955859,0,52378,2,region6_2231479902
2023-03-19 06:59,3521231512,0,8388608,5,region6_2231479909
2023-03-19 06:59,3521352567,3156864,48,2,region6_2231479902
2023-03-19 06:59,3520992296,40276352,1000832,2,region6_2231479902
2023-03-19 06:59,3520992296,40276352,1000832,2,region6_2231479902
2023-03-19 06:59,3521238007,0,8356953,3,region6_2231479910
2023-03-19 06:59,3520726406,0,70091,2,region6_2231479902
2023-03-19 06:59,3520771211,0,6994744,4,region6_2231479913
2023-03-19 06:59,3521288919,1796027,14688,2,region6_2231479916
2023-03-19 06:59,3521519910,83312,8398256,2,region6_2231479902
2023-03-19 06:59,3521519910,0,4145664,2,region6_2231479902
2023-03-19 06:59,3521479565,0,162215,2,region6_2231479902
2023-03-19 06:59,3521448915,0,8388608,2,region6_2231479906
2023-03-19 06:59,3521573708,0,6827312,2,region6_2231479902
2023-03-19 06:59,3521542025,733810,214101,2,region6_2231479902
2023-03-19 06:59,3521542025,0,733810,2,region6_2231479902
2023-03-19 06:59,3521573708,6429360,2052208,2,region6_2231479902
2023-03-19 06:59,3521323754,0,8388608,2,region6_2231479917
2023-03-19 06:59,3521490201,5280224,48,2,region6_2231479902
2023-03-19 06:59,3521280467,1563389,175084,2,region6_2231479907
